# Annotazioni dei componenti di terze parti - traguardo T-03, criterio 5.
#
# Formato dichiarato in pipeline/README-COMPONENTI.md. Dati separati da tabulazione, righe di
# commento con «#». Il controllo scripts/verifica-registro-componenti.sh confronta questo file con
# la distinta generata e FA FALLIRE la costruzione quando un componente è presente nella distinta
# e assente da qui, oppure quando un componente ha licenza segnata come incompatibile o
# indeterminabile. Modificare questo file senza leggere il README produce quasi sempre un errore
# che il README avrebbe evitato.
#
componente	versione	licenza_dichiarata	compatibilita_apache_2_0	motivo_inclusione	canale_di_avviso
@pnpm/network.ca-file	1.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @pnpm/npm-conf. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@pnpm/npm-conf	3.0.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira registry-auth-token. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@polka/url	1.0.0-next.29	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira sirv. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/number	1.1.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-scroll-area. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/primitive	1.1.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dialog, @radix-ui/react-dismissable-layer, @radix-ui/react-scroll-area e altri 1. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-compose-refs	1.1.5	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dialog, @radix-ui/react-dismissable-layer, @radix-ui/react-focus-scope e altri 2. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-context	1.2.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dialog, @radix-ui/react-scroll-area. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-dialog	1.1.23	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira open-ask-ai. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-direction	1.1.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-scroll-area. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-dismissable-layer	1.1.19	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dialog. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-focus-guards	1.1.6	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dialog. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-focus-scope	1.1.16	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dialog. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-id	1.1.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dialog. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-portal	1.1.17	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dialog. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-presence	1.1.10	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dialog, @radix-ui/react-scroll-area. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-primitive	2.1.10	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dialog, @radix-ui/react-dismissable-layer, @radix-ui/react-focus-scope e altri 2. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-scroll-area	1.2.18	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira open-ask-ai. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-slot	1.3.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dialog, @radix-ui/react-primitive, open-ask-ai. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-use-callback-ref	1.1.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dismissable-layer, @radix-ui/react-focus-scope, @radix-ui/react-scroll-area. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-use-controllable-state	1.2.6	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dialog. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-use-effect-event	0.0.5	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dismissable-layer, @radix-ui/react-use-controllable-state. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@radix-ui/react-use-layout-effect	1.1.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dialog, @radix-ui/react-id, @radix-ui/react-portal e altri 4. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@sideway/address	4.1.5	BSD-3-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira joi. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@sideway/formula	3.0.1	BSD-3-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira joi. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@sideway/pinpoint	2.0.0	BSD-3-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira joi. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@sinclair/typebox	0.27.12	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @jest/schemas. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@sindresorhus/is	4.6.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira node-emoji. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@slorber/react-helmet-async	1.3.0	Apache-2.0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/core, @docusaurus/module-type-aliases, @docusaurus/types. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@slorber/remark-comment	1.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/mdx-loader. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@svgr/babel-plugin-add-jsx-attribute	8.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/babel-preset. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@svgr/babel-plugin-remove-jsx-attribute	8.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/babel-preset. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@svgr/babel-plugin-remove-jsx-empty-expression	8.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/babel-preset. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@svgr/babel-plugin-replace-jsx-attribute-value	8.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/babel-preset. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@svgr/babel-plugin-svg-dynamic-title	8.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/babel-preset. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@svgr/babel-plugin-svg-em-dimensions	8.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/babel-preset. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@svgr/babel-plugin-transform-react-native-svg	8.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/babel-preset. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@svgr/babel-plugin-transform-svg-component	8.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/babel-preset. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@svgr/babel-preset	8.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/core, @svgr/plugin-jsx. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@svgr/core	8.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/plugin-svgr, @svgr/plugin-jsx, @svgr/plugin-svgo e altri 1. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@svgr/hast-util-to-babel-ast	8.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/plugin-jsx. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@svgr/plugin-jsx	8.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/webpack. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@svgr/plugin-svgo	8.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/webpack. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@svgr/webpack	8.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/plugin-svgr. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@szmarczak/http-timer	5.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira got. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@tybys/wasm-util	0.10.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @napi-rs/wasm-runtime. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@types/body-parser	1.19.6	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @types/express. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@types/bonjour	3.5.13	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack-dev-server. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@types/connect	3.4.38	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @types/body-parser. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@types/connect-history-api-fallback	1.5.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack-dev-server. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@types/d3	7.4.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira mermaid. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@types/d3-array	3.2.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @types/d3, @types/d3-contour. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@types/d3-axis	3.0.6	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @types/d3. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@types/d3-brush	3.0.6	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @types/d3. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@types/d3-chord	3.0.6	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @types/d3. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@types/d3-color	3.1.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @types/d3, @types/d3-interpolate. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@types/d3-contour	3.0.6	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @types/d3. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@types/d3-delaunay	6.0.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @types/d3. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
